file,hrefs
R_1674863486_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/name-lumbar-pillow-cursive.html', '#28', '#26', '#3', '#27']"
R_1674847865_SA_6,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-boy.html', '#4', '#2', '#3', '#1']"
R_1674844082_SA_5,"['collections/note-cards.html', 'note-cards/products/3-sibling-flat-note-cards-choose-your-silhouettes-test.html', '#2', '#1', '#3']"
R_1674868936_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/copy-of-custom-throw-pillow-girl-face.html', '#2', '#4', '#3', '#5']"
R_1674859829_SA_2,"['collections/throw-pillows.html', 'throw-pillows/products/personalized-throw-pillow-rainbow-unicorn.html']"
R_1674850855_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/custom-throw-pillow-boy-face.html', '#1', '#3', '#71', '#2']"
R_1674850908_SA_2,"['collections/throw-pillows.html', 'throw-pillows/products/personalized-throw-pillow-rainbow-unicorn.html']"
R_1674861498_SA_2,"['collections/notepads.html', 'notepads/products/personalized-teacher-notepad-learning-is-fun.html']"
R_1674868107_SA_6,"['collections/blankets.html', 'blankets/products/personalized-blanket-cursive-font.html', '#7', '#5', '#1', '#4']"
R_1674846995_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-outer-space.html', '#2', '#1']"
R_1674864335_SA_5,"['collections/throw-pillows.html', 'throw-pillows/products/personalized-throw-pillow-pink-unicorn.html', '#3', '#1', '#2']"
R_1674845505_SA_3,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-superhero-girl.html', '#']"
R_1674858228_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-pink-chevron-notepad.html']"
R_1674860382_SA_2,"['collections/notepads.html', 'notepads/products/a-note-from-mom-pink-banner.html']"
R_1674848753_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-library-girl.html', '#8', '#1', '#9', '#6']"
R_1674847754_SA_5,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-boy-with-snowman.html', 'pillowcases/products/standard-pillowcase-fire-truck.html', '#2', '#1']"
R_1674851581_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-handwriting-font.html', '#7', '#4', '#8', '#1']"
R_1674851062_SA_6,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-ladybug.html', '#1', '#2', '#3', '#4']"
R_1674854192_SA_6,"['collections/chore-charts.html', 'chore-charts/products/custom-chore-chart-notepad-girl.html', '#3', '#4', '#2', '#1']"
R_1674843807_SA_2,"['collections/notepads.html', 'notepads/products/personalized-teacher-notepad-blue-school-uniforms.html']"
R_1674849055_SA_5,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-whale.html', 'placemats/products/personalized-chevron-placemat-pool.html', 'placemats/products/olliegraphic-placemat-ballerina.html', '#']"
R_1674853317_SA_6,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-silhouette-family-circle.html', '#8', '#1', '#5', '#9']"
R_1674854408_SA_4,"['collections/notepads.html', 'notepads/products/personalized-teacher-notepad-kids-reading.html', '#1', '#2']"
R_1674858644_SA_2,"['collections/note-cards.html', 'note-cards/products/personalized-race-car-note-cards.html']"
R_1674858410_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-ladybug.html', '#1', '#2']"
R_1674869047_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-script-font.html', '#5', '#8', '#3', '#1']"
R_1674851881_SA_2,"['collections/notepads.html', 'notepads/products/personalized-notepad-dots.html']"
R_1674854189_SA_2,"['collections/notepads.html', 'notepads/products/a-note-from-mom-heart.html']"
R_1674849802_SA_6,"['collections/note-cards.html', 'note-cards/products/personalized-note-cards-elizabeth.html', '#2', '#1', '#3', '#4']"
R_1674857763_SA_2,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-hedgehog.html']"
R_1674868661_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-cursive-font.html', '#7', '#4', '#11', '#1']"
R_1674851857_SA_3,"['collections/notepads.html', 'notepads/products/personalized-kids-notepads-butterfly.html', '#']"
R_1674855642_SA_4,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-choose-your-silhouettes-2-siblings-1.html', '#2', '#1']"
R_1674853639_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-superhero-girl.html', 'puzzles/products/personalized-puzzle-fire-truck.html']"
R_1674846491_SA_5,"['collections/note-cards.html', 'note-cards/products/personalized-note-cards-bird.html', '#2', '#1', '#3']"
R_1674854551_SA_5,"['collections/placemats.html', 'placemats/products/personalized-chevron-placemat-pool.html', '#1', '#2', '#3']"
R_1674850158_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-girl-face-1.html', '#2', '#3', '#4', '#5']"
R_1674849343_SA_6,"['collections/blankets.html', 'blankets/products/personalized-throw-blanket-script-font.html', '#7', '#10', '#31', '#32']"
R_1674851911_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-boy-on-bike.html', '#']"
R_1674845671_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/copy-of-custom-throw-pillow-girl-face.html', '#5', '#2', '#3', '#4']"
R_1674855761_SA_5,"['collections/note-cards.html', 'note-cards/products/custom-childrens-flat-cards-baby.html', '#40', '#1', '#2']"
R_1674859836_SA_3,"['collections/notepads.html', 'notepads/products/personalized-notepads-elizabeth.html', '#']"
R_1674846519_SA_2,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-baby-dino.html']"
R_1674844036_SA_2,"['collections/chore-charts.html', 'chore-charts/products/chore-chart-notepad-flowers.html']"
R_1674856415_SA_2,"['collections/name-labels.html', 'name-labels/products/name-labels-solid-cheerful.html']"
R_1674851529_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-rainbow-unicorn.html']"
R_1674846926_SA_4,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-candy-corn.html', '#2', '#1']"
R_1674858778_SA_2,"['collections/note-cards.html', 'note-cards/products/personalized-note-cards-pool-dots.html']"
R_1674856079_SA_2,"['collections/notepads.html', 'notepads/products/personalized-notepad-rainbow-unicorn.html']"
R_1674863874_SA_5,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-black-cat.html', '#3', '#2', '#1']"
R_1674848442_SA_2,"['collections/chore-charts.html', 'chore-charts/products/custom-chore-chart-notepad-owl.html']"
R_1674853189_SA_2,"['collections/notepads.html', 'notepads/products/personalized-notepads-for-mom-3-kids.html']"
R_1674848591_SA_6,"['collections/blankets.html', 'blankets/products/personalized-blanket-cursive-font.html', '#8', '#2', '#3', '#1']"
R_1674846685_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-rainbow-unicorn.html', '#1', '#2']"
R_1674848558_SA_6,"['collections/name-labels.html', 'name-labels/products/name-labels-owl.html', '#2', '#4', '#5', '#3']"
R_1674843967_SA_6,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-firefighter.html', '#48', '#49', '#50', '#1']"
R_1674844137_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-firetruck.html']"
R_1674851096_SA_6,"['collections/gift-labels.html', 'gift-labels/products/custom-gift-labels-girl.html', '#1', '#3', '#2', '#79']"
R_1674853486_SA_4,"['collections/gift-labels.html', 'gift-labels/products/personalized-gift-labels-pink-squares.html', '#2', '#1']"
R_1674853165_SA_4,"['collections/puzzles.html', 'puzzles/products/personalized-owl-puzzle.html', '#2', '#1']"
R_1674852276_SA_5,"['collections/name-labels.html', 'name-labels/products/name-labels-pink-chevron.html', '#1', '#2', '#3']"
R_1674856606_SA_4,"['collections/chore-charts.html', 'chore-charts/products/handwriting-practice-notepad-papaya.html', '#1', '#2']"
R_1674851044_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-merry-christmas-branch.html']"
R_1674851433_SA_6,"['collections/blankets.html', 'blankets/products/personalized-blanket-cursive-font.html', '#30', '#5', '#4', '#1']"
R_1674846074_SA_2,"['collections/notepads.html', 'notepads/products/a-note-from-mom-heart.html']"
R_1674856949_SA_2,"['collections/note-cards.html', 'note-cards/products/personalized-note-cards-pool-dots.html']"
R_1674869285_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-uppercase-font.html', '#4', '#6', '#2', '#7']"
R_1674857215_SA_6,"['collections/blankets.html', 'blankets/products/personalized-throw-blanket-script-font.html', '#4', '#32', '#7', '#9']"
R_1674857662_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-red-school-uniforms-1.html']"
R_1674858046_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-mermaid.html', '#']"
R_1674859208_SA_6,"['collections/note-cards.html', 'note-cards/products/flat-note-cards-choose-your-silhouette-boy.html', '#2', '#4', '#3', '#1']"
R_1674847405_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-halloween-owl.html', '#1', '#2', '#3', '#4']"
R_1674852337_SA_2,"['collections/notepads.html', 'notepads/products/a-note-from-mom-floral-bouquet.html']"
R_1674849129_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-blue-chevron-notepad.html']"
R_1674847360_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-racecar.html', '#2', '#1']"
R_1674855517_SA_2,"['collections/notepads.html', 'notepads/products/a-note-from-mom-blue-and-green.html']"
R_1674859178_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-script-font.html', '#7', '#4', '#3', '#2']"
R_1674844775_SA_4,"['collections/name-labels.html', 'name-labels/products/custom-name-labels-outdoors-boy.html', '#1', '#2']"
R_1674857211_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-boy-in-truck.html', '#']"
R_1674843649_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-pink-unicorn.html', '#2', '#1']"
R_1674846479_SA_6,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-race-car-1.html', '#2', '#4', '#5', '#3']"
R_1674860283_SA_2,"['collections/notepads.html', 'notepads/products/handwriting-practice-notepad-green.html']"
R_1674852510_SA_5,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-firefighter.html', '#49', '#48', '#1']"
R_1674858090_SA_2,"['collections/chore-charts.html', 'chore-charts/products/chore-chart-notepad-unicorn.html']"
R_1674857999_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-nutcracker-girl-in-tutu.html', '#']"
R_1674869370_SA_6,"['collections/blankets.html', 'blankets/products/personalized-blanket-cursive-font.html', '#1', '#5', '#8', '#3']"
R_1674856026_SA_4,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-kids-reading.html', '#2', '#1']"
R_1674850094_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-boy.html', '#']"
R_1674856484_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-girl.html', '#']"
R_1674850381_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-pink-chevron-notepad.html']"
R_1674851092_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-boy.html', '#']"
R_1674855430_SA_6,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-circle.html', 'gift-labels/products/circle-gift-labels-choose-your-silhouettes-family.html', '#4', '#9', '#3']"
R_1674847539_SA_6,"['collections/chore-charts.html', 'chore-charts/products/custom-chore-chart-notepad-girl.html', '#2', '#79', '#4', '#3']"
R_1674845016_SA_6,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-boy-with-snowman.html', '#2', '#49', '#1', '#50']"
R_1674850509_SA_6,"['collections/chore-charts.html', 'chore-charts/products/customized-chore-chart-notepad-boy.html', '#2', '#3', '#1', '#4']"
R_1674843825_SA_3,"['collections/camp-mugs.html', 'camp-mugs/products/ceramic-mug-superhero-girl-1.html', '#']"
R_1674845897_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-pink-unicorn.html', '#2', '#1']"
R_1674850038_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/square-return-address-labels-merry-christmas.html']"
R_1674857935_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-blue-school-uniforms.html']"
R_1674847295_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-fire-truck.html', '#2', '#1']"
R_1674849476_SA_6,"['collections/note-cards.html', 'note-cards/products/flat-family-note-cards-choose-your-silhouettes-1.html', '#4', '#1', '#3', '#2']"
R_1674850752_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-floral.html', '#1', '#2']"
R_1674868224_SA_6,"['collections/blankets.html', 'blankets/products/personalized-throw-blanket-script-font.html', '#5', '#31', '#10', '#33']"
R_1674855177_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-pink-unicorn.html', '#1', '#2']"
R_1674856804_SA_3,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-superhero-girl.html', '#']"
R_1674847694_SA_6,"['collections/gift-labels.html', 'gift-labels/products/circle-gift-labels-choose-your-silhouettes-family.html', '#9', '#2', '#5', '#8']"
R_1674854801_SA_3,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-boy.html', '#1']"
R_1674850347_SA_6,"['collections/chore-charts.html', 'chore-charts/products/custom-chore-chart-notepad-girl.html', '#3', '#1', '#4', '#79']"
R_1674851279_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-boy.html', '#']"
R_1674844829_SA_5,"['collections/note-cards.html', 'note-cards/products/3-sibling-flat-note-cards-choose-your-silhouettes-test.html', '#3', '#2', '#1']"
R_1674855053_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-choose-your-silhouettes-family-1.html']"
R_1674857175_SA_3,"['collections/notepads.html', 'notepads/products/custom-notepads-for-mom-boy.html', '#']"
R_1674855988_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-girl.html', '#']"
R_1674853991_SA_2,"['collections/note-cards.html', 'note-cards/products/personalized-rainbow-unicorn-note-cards.html']"
R_1674848536_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-cursive-font.html', '#3', '#4', '#5', '#7']"
R_1674854201_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-llama-navy.html', '#2', '#1']"
R_1674860404_SA_2,"['collections/notepads.html', 'notepads/products/personalized-pink-chevron-notepad.html']"
R_1674860073_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/custom-throw-pillow-princess.html', '#3', '#2', '#1', '#4']"
R_1674853084_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-toucan.html', '#1', '#2']"
R_1674856757_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/copy-of-custom-throw-pillow-girl-face.html', '#4', '#1', '#3', '#5']"
R_1674854347_SA_4,"['collections/chore-charts.html', 'chore-charts/products/handwriting-practice-notepad-papaya.html', '#1', '#2']"
R_1674846976_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/custom-throw-pillow-boy-face.html', '#2', '#3', '#71', '#1']"
R_1674855029_SA_2,"['collections/chore-charts.html', 'chore-charts/products/chore-chart-notepad-unicorn.html']"
R_1674850326_SA_2,"['collections/notepads.html', 'notepads/products/personalized-pink-chevron-notepad.html']"
R_1674868820_SA_4,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-jack-olantern.html', '#1', '#2']"
R_1674858114_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-boy.html', '#']"
R_1674857730_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-hedgehog.html']"
R_1674847468_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-rainbow-unicorn.html', '#1', '#2']"
R_1674852323_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-circle.html']"
R_1674850943_SA_4,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-fox.html', '#2', '#1']"
R_1674855032_SA_6,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-boy.html', '#3', '#4', '#1', '#2']"
R_1674843829_SA_5,"['collections/name-labels.html', 'name-labels/products/name-labels-pink-chevron.html', '#2', '#1', '#3']"
R_1674857489_SA_2,"['collections/chore-charts.html', 'chore-charts/products/chore-chart-notepad-unicorn.html']"
R_1674848474_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-superhero-girl.html', '#']"
R_1674851173_SA_3,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-boy.html', '#1']"
R_1674845255_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-racecar.html']"
R_1674869291_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-handwriting-font.html', '#4', '#6', '#7', '#3']"
R_1674850496_SA_3,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-princess.html', '#']"
R_1674859036_SA_5,"['collections/note-cards.html', 'note-cards/products/custom-childrens-flat-cards-baby.html', '#2', '#40', '#1']"
R_1674850669_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-girl-on-bike.html', '#']"
R_1674845006_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-ballerina.html', '#']"
R_1674852865_SA_5,"['collections/name-labels.html', 'name-labels/products/name-labels-yellow-chevron.html', 'name-labels/products/custom-name-labels-outdoors-girl.html', '#1', '#2']"
R_1674843761_SA_4,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-horse-and-cow.html', '#1', '#2']"
R_1674846658_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-rainbow-unicorn.html', '#2', '#1']"
R_1674852200_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-superhero-girl.html', '#']"
R_1674849228_SA_3,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-superhero-boy.html', '#']"
R_1674846126_SA_2,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-stegosaurus.html']"
R_1674848645_SA_4,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-race-car.html', '#1', '#2']"
R_1674856014_SA_3,"['collections/notepads.html', 'notepads/products/personalized-notepads-elizabeth.html', '#']"
R_1674849042_SA_4,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-pink-unicorn.html', '#1', '#2']"
R_1674861324_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-cursive-font.html', '#8', '#3', '#1', '#5']"
R_1674845486_SA_6,"['collections/name-labels.html', 'name-labels/products/custom-name-labels-girl.html', '#2', '#1', '#3', '#4']"
R_1674860939_SA_5,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-llama.html', 'placemats/products/personalized-kids-placemat-whale.html', '#2', '#1']"
R_1674847269_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-great-outdoors-girl.html', '#1', '#76']"
R_1674849020_SA_2,"['collections/chore-charts.html', 'chore-charts/products/chore-chart-notepad-flowers.html']"
R_1674857900_SA_2,"['collections/placemats.html', 'placemats/products/personalized-chevron-placemat-pink.html']"
R_1674847743_SA_4,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-jack-olantern.html', '#1', '#2']"
R_1674852776_SA_4,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-kids-reading.html', '#1', '#2']"
R_1674857241_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-merry-christmas-floral.html']"
R_1674856478_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-rainbow-unicorn.html', 'puzzles/products/personalized-puzzle-dog.html']"
R_1674853777_SA_3,"['collections/pillowcases.html', 'pillowcases/products/pillowcase-girl.html', '#']"
R_1674847498_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-hedgehog.html']"
R_1674858653_SA_3,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepads.html', '#']"
R_1674845023_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-girl-face-1.html', '#4', '#2', '#5', '#3']"
R_1674852292_SA_3,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepads.html', '#']"
R_1674854845_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-frog.html']"
R_1674860264_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/copy-of-custom-throw-pillow-girl-face.html', '#4', '#2', '#5', '#1']"
R_1674847058_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-dog.html', 'puzzles/products/personalized-puzzle-rainbow-unicorn.html']"
R_1674854635_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-boy-face.html', '#50', '#1', '#51', '#49']"
R_1674858770_SA_2,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-hedgehog.html']"
R_1674858293_SA_2,"['collections/notepads.html', 'notepads/products/a-note-from-mom-blue-banner.html']"
R_1674851775_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-pink-unicorn.html', '#2', '#1']"
R_1674848817_SA_2,"['collections/notepads.html', 'notepads/products/personalized-notepad-dots.html']"
R_1674849932_SA_3,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-mermaid.html', '#']"
R_1674867117_SA_4,"['collections/tote-bags.html', 'tote-bags/products/copy-of-personalized-tote-bag-girl-face.html', '#2', '#1']"
R_1674851825_SA_3,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-girl.html', '#']"
R_1674861218_SA_6,"['collections/blankets.html', 'blankets/products/personalized-throw-blanket-script-font.html', '#3', '#33', '#32', '#2']"
R_1674855649_SA_6,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-flower.html', '#2', '#4', '#3', '#1']"
R_1674848808_SA_3,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepads.html', '#']"
R_1674845329_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-gymnastics.html', '#2', '#3', '#4', '#1']"
R_1674855378_SA_2,"['collections/notepads.html', 'notepads/products/personalized-blue-chevron-notepad.html']"
R_1674849107_SA_6,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-boy-with-snowman.html', '#2', '#50', '#1', '#49']"
R_1674849093_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-fox.html']"
R_1674856010_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-script-font.html', '#8', '#2', '#6', '#9']"
R_1674869086_SA_6,"['collections/blankets.html', 'blankets/products/personalized-blanket-handwriting-font.html', '#5', '#3', '#7', '#2']"
R_1674860444_SA_6,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-silhouette-family-circle.html', '#9', '#1', '#4', '#7']"
R_1674849665_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-nutcracker-girl-in-tutu.html', '#']"
R_1674854015_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/patterned-name-lumbar-pillow-cursive.html', '#4', '#3', '#2', '#8']"
R_1674856698_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-blue-school-uniforms.html']"
R_1674846600_SA_6,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-firefighter.html', '#49', '#1', '#48', '#50']"
R_1674860205_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-butterfly.html']"
R_1674850965_SA_3,"['collections/notepads.html', 'notepads/products/custom-notepads-for-mom-girl.html', '#']"
R_1674850841_SA_5,"['collections/gift-labels.html', 'gift-labels/products/custom-gift-labels-boy.html', '#1', '#51', '#52']"
R_1674854293_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-ballerina.html', '#1', '#2']"
R_1674860496_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/square-return-address-labels-reindeer.html']"
R_1674853132_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-blue-chevron-notepad.html']"
R_1674853259_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/custom-throw-pillow-boy-face.html', '#2', '#71', '#1', '#3']"
R_1674853199_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-rainbow-unicorn.html', '#1', '#2']"
R_1674844160_SA_4,"['collections/notepads.html', 'notepads/products/personalized-teacher-notepad-kids-reading.html', '#1', '#2']"
R_1674858234_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-rainbow.html']"
R_1674848862_SA_6,"['collections/name-labels.html', 'name-labels/products/custom-name-labels-outdoors-girl.html', 'name-labels/products/custom-name-labels-outdoors-boy.html', 'name-labels/products/name-labels-pink-unicorn.html', '#1', '#2']"
R_1674857969_SA_5,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-fire-truck.html', '#2', '#3', '#1']"
R_1674853598_SA_6,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-girl-with-snowman.html', '#76', '#1', '#78', '#77']"
R_1674849563_SA_5,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-boy-with-snowman.html', 'pillowcases/products/standard-pillowcase-pink-unicorn.html', '#1', '#2']"
R_1674853621_SA_6,"['collections/name-labels.html', 'name-labels/products/custom-name-labels-boy.html', '#49', '#48', '#50', '#1']"
R_1674869106_SA_2,"['collections/throw-pillows.html', 'throw-pillows/products/personalized-throw-pillow-rainbow-unicorn.html']"
R_1674860790_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-yellow-chevron.html', '#1', '#2']"
R_1674851138_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-script-font.html', '#2', '#5', '#9', '#3']"
R_1674849113_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/custom-throw-pillow-princess.html', '#3', '#1', '#2', '#4']"
R_1674849087_SA_2,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-bunny.html']"
R_1674846340_SA_3,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-butterfly.html', 'gift-labels/products/gift-labels-fire-truck.html']"
R_1674845056_SA_2,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-pink-unicorn.html']"
R_1674852857_SA_2,"['collections/note-cards.html', 'note-cards/products/personalized-pink-owl-note-cards.html']"
R_1674852299_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-silhouette-family.html']"
R_1674868788_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-uppercase-font.html', '#1', '#6', '#2', '#3']"
R_1674853972_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-pink-unicorn.html', 'puzzles/products/personalized-puzzle-hedgehog.html']"
R_1674844327_SA_5,"['collections/notepads.html', 'notepads/products/personalized-pink-chevron-notepad.html', 'notepads/products/personalized-notepad-for-mom-2-kids.html', '#2', '#1']"
R_1674845617_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/patterned-name-lumbar-pillow-uppercase.html', '#4', '#3', '#7', '#2']"
R_1674854887_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-mermaid.html', '#']"
R_1674860811_SA_5,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-ballerina.html', '#2', '#1', '#3']"
